ID,X,Y
42022,714499,136785
42021,714499,136785
42023,714499,136785
43301,685971,263920
43300,693592,262445
43302,691343,263465
44001,715243,77637
44002,716941,78661
41000,635472,245082
42001,554552,188319
44027,538655,151630
10000,603377,200677
42024,555480,207257
42025,556414,214942
43310,735006,262418
44022,714499,136785
44023,714499,136785
44021,705016,151068
41001,573057,252656
22910,691318,276702
19921,675141,256330
22091,680885,270719
22092,680885,270719
42010,692064,188000
19961,660360,263149
22961,701665,232846
23010,687529,235182
31940,715027,136313
13870,651955,248843
13900,671834,252082
13910,670949,252752
19980,658726,272612
25382,593273,245680
19994,682661,248185
23021,682802,250904
23024,682802,250904
28120,531848,154005
26090,531848,154005
26080,500046,118633
43311,696939,262485
43312,690692,283062
41002,682510,248235
41003,681837,248385
41004,680955,248985
41005,680101,249466
41006,678171,249905
13030,642524,247206
31620,690518,176065
31631,689634,174672
31640,688587,172930
31651,688154,170719
31660,688012,168919
31670,689621,153589
31681,691060,153136
31690,693485,152432
31700,696049,151809
31710,698136,151207
31720,699903,149612
31731,703186,149203
31740,705067,147845
31750,706974,145189
31480,690734,209062
31491,689088,206016
31511,689905,201045
31501,688947,205483
31761,708785,142923
31771,709347,141553
31780,710156,140133
31790,712788,137686
22401,700695,264741
22420,706046,267332
22410,701701,265811
22440,711337,269891
22430,709425,268288
22450,715615,271310
22480,725447,269762
22470,722074,271506
22460,718498,272006
22490,728566,268065
22500,731235,266872
31470,688674,211489
22510,734407,268202
22521,740264,268303
22531,742788,268103
22541,746204,269718
22571,748200,257601
22551,747024,255463
22561,747778,256686
22581,748181,258421
22591,748346,259185
22601,748977,260439
22611,750263,260384
22621,750976,259928
22631,752204,259994
22641,753959,260333
22650,755690,260627
22660,758030,260975
22670,759847,261176
22680,762155,259789
22690,764015,258681
22701,766992,257879
31020,718149,135015
31000,714453,136700
31011,716949,134929
31030,718745,131800
31040,719811,128795
31050,721107,125971
31060,721723,123567
31070,723648,120628
31110,719543,113071
31211,714928,109113
31220,715212,105829
31231,714953,103985
31240,715443,101679
31251,715831,98222
31261,715700,97272
31270,716825,95994
31280,716719,94152
31291,717558,93181
31301,717024,91679
31311,718395,89164
31320,719142,87871
31330,719233,83451
31340,719510,80804
31351,719409,79545
31360,720085,78667
31371,721458,78667
31380,721879,77875
22730,685402,278863
22710,684501,275343
22720,685087,276788
22741,687751,281332
22751,688499,281674
22760,689058,282115
22770,689405,283257
22781,689902,284102
22790,690253,285072
19201,683868,242104
19221,686198,236804
19230,691205,233581
19241,693655,231640
19251,696359,229157
19261,701460,228871
19270,706971,227477
19280,711221,226789
19290,717067,225773
19301,723084,221771
19311,687175,240100
19320,691221,236128
19331,697150,232964
19340,704873,231479
19351,714177,231536
19360,716654,231506
19371,720048,230832
10691,634656,244336
10681,632401,243412
10670,629404,241767
10660,625278,239478
10650,620570,237209
10640,618362,234376
10630,617645,232691
10620,616506,231270
10610,613611,229716
10600,610882,229536
10701,601866,205693
10711,604657,207625
10721,608184,210962
10730,610704,212423
10740,613091,212372
10751,614838,212614
10761,615100,213128
10770,615670,214730
10780,616750,216585
10790,617569,218652
10800,619515,221347
10811,619937,226632
10820,626245,229678
10831,629734,234974
31772,709347,141553
25150,539284,184278
25160,542859,187100
25171,545752,189332
25181,548224,192295
25191,550401,194904
25200,552253,197806
25210,554256,201274
25220,556483,203111
25230,559255,203748
25240,560249,204539
25250,561764,205200
25261,565768,207327
25270,568417,209790
25280,570984,211854
25290,573889,212454
25300,575203,213322
25310,578674,215953
25320,581627,218225
19911,680101,249466
19701,732412,219730
19710,734466,219513
19721,735232,219458
19730,738214,219828
19741,740349,219714
19751,742005,220452
19760,744955,217921
19770,750348,213315
19780,752874,212162
19791,757403,208678
19801,758897,208044
19810,760977,204005
19820,761526,199895
19830,761033,197460
19840,759669,193891
19850,759356,191220
19680,725653,221216
19690,731540,220003
19222,686158,236896
19242,693655,231640
20900,674740,250132
13761,662760,244561
13770,666289,239743
13780,668205,236556
13790,669754,234367
13800,670656,232817
13810,671960,230888
31820,672697,226768
31830,674159,222140
31841,676112,221988
31850,676900,219599
31860,677722,216133
31870,680465,213950
31881,681486,212592
20501,683155,248090
20502,683155,248090
20503,683155,248090
28861,598251,199968
23501,696844,261898
14511,666236,211354
14501,611369,266322
28750,578805,185505
28760,580798,188676
28771,583867,190574
28780,585902,190236
28791,586993,190443
28800,587889,191159
28810,589407,192151
28820,590927,193059
28830,593185,193147
28840,593776,194812
28850,595208,197129
28862,598251,199968
28120,531831,153985
28140,527513,151539
28150,524529,148352
28170,522343,147575
28180,520191,147682
28190,517375,147219
28200,515487,146411
28210,512977,144369
28220,510117,141664
28230,508770,139663
28240,507526,137761
28250,506424,136270
28260,504615,133600
28270,503651,130275
28280,501793,127905
28290,501800,126421
28300,500955,123629
28310,500422,122596
28320,500282,120529
28340,500046,118633
28350,498615,114846
28360,499058,115161
28370,497215,120558
28380,495379,119932
28390,491902,119071
28400,490653,116601
28411,488867,115154
28420,529508,167895
28430,529399,169554
28440,529649,172283
28451,527450,170865
28460,526532,172180
28470,526038,175192
28481,524679,175407
28491,523882,175765
28500,522796,174751
28510,520661,174520
28520,518354,174032
28530,540578,151795
28541,542991,151403
28550,545040,149769
28561,548434,149476
28570,549244,150124
28581,551372,151889
28590,554183,155010
28601,554289,156822
28610,554029,158483
28620,553792,160527
28631,554902,163514
28641,556363,165454
28650,559009,170024
28660,559930,171880
28670,563433,174484
28680,566343,177596
28690,569259,177870
28700,571311,180182
28710,572571,181610
28720,573924,182070
28740,577884,183125
28730,576832,182013
28871,599583,199608
28872,599583,199608
28330,500146,119273
31910,668632,215208
31891,664903,212647
31930,672611,219452
31920,670987,217509
31900,667140,214164
19860,676712,224185
19861,676710,224190
25550,606401,208505
25330,596289,226740
25340,595747,236667
25350,595724,238792
25361,595247,241497
25370,594657,243607
25380,593273,245680
28130,529971,153018
25051,601967,206855
25060,598227,209443
25070,593780,210903
25080,592429,211927
25090,590621,213063
25100,589803,214525
25110,590918,216657
25570,608488,212011
25591,610327,216179
25610,612023,222037
25631,616416,225654
25120,589582,217742
25130,587583,219269
25141,586295,219806
19870,755036,215403
19881,756613,217661
19890,755931,221413
19900,754512,226970
25481,612395,257401
25430,602576,249923
25460,609827,254168
25491,613014,259802
25470,611936,254519
25400,596468,249005
25440,604848,252107
25421,600367,250051
31441,684111,212395
25501,613571,262821
25410,598836,249292
25390,594012,247551
31411,680789,218294
31420,681858,216972
31400,681237,222753
25450,608064,254022
25670,625012,229940
25690,627867,233144
25710,632189,239008
25731,634485,241716
25741,618398,227316
25760,613091,226959
25780,607507,228058
29010,563473,129369
16460,587009,117458
29030,566200,122409
16430,575942,108469
28951,558206,143653
28920,552685,146610
28900,545309,148767
16400,568102,113116
29070,568560,114965
16500,601528,123759
28891,542623,150531
16420,572446,106120
28960,559399,142861
29041,566204,119843
28880,540215,151349
28991,560438,135393
16450,582882,113440
28910,549775,147200
16440,579474,110891
16510,606426,125825
16470,593890,119560
16480,595447,121313
16490,598433,122160
29051,566249,118560
29060,567574,116545
29020,564026,125412
28970,560461,141365
28940,555495,145079
16410,568980,109865
29000,561712,131967
28980,560644,138920
28930,554264,145920
10840,635402,242714
11111,618154,153134
25801,600135,199992
25802,600135,199992
25820,602030,201791
10910,642398,129925
10880,640962,229863
10950,623848,128404
25840,605071,198165
11030,613868,174912
11070,618824,166812
11091,616173,158603
10971,615701,129005
25860,609209,191293
11050,618536,170554
10920,650042,224548
10991,609484,128261
25880,612141,180162
10930,634185,127082
10900,644410,226137
10860,638221,237438
22804,684890,256493
31431,682848,214378
14880,632811,256328
20890,675417,245680
14870,661359,215719
23901,676027,260385
26901,606921,253666
26890,596917,226415
25900,552684,202514
11910,706380,252875
22840,730716,253741
22830,724412,256924
22821,711291,259322
22810,705316,262837
22850,695280,254829
11920,599199,199895
25910,587754,210196
25911,587754,210196
25925,586236,224314
29080,561938,185508
14861,616770,265608
26031,581949,243167
20991,680140,249465
22951,758665,190963
22941,761124,203088
20990,680140,249465
19941,649982,268604
19930,644824,266656
29011,563473,129369
31241,715443,101679
22930,756205,234292
19950,666837,269186
28091,533427,173551
11125,632189,239008
11136,625012,229940
11146,616416,225654
11156,610327,216179
13825,633940,239867
13835,629360,233914
13845,619204,227395
13851,610056,214268
26011,585527,226545
13880,648979,247627
26021,585408,225188
29090,549484,201194
29100,543795,200830
29110,542031,199330
29120,553437,216583
29130,547442,212140
26100,498615,114846
13890,643321,241564
19230,691210,233581
44010,692064,188000
44011,692064,188000
44012,692068,188033
44013,701893,169155
44014,701893,169155
44015,701893,169155
41045,608488,212011
44055,610832,227975
42115,536585,152821
42120,537652,152118
42125,537652,152118
44075,545309,148767
42103,603377,200677
42104,603377,200677
44065,593889,119560
44115,595446,121313
44085,598433,122161
44095,601528,123759
44105,606426,125825
44066,608041,127226
44076,609484,128261
44125,587009,117458
44136,611423,129008
44126,615700,129006
44135,620148,128698
44102,715243,77637
44103,715243,77637
43471,700399,264345
42141,555685,187758
43491,669107,253996
41061,666463,211000
43606,609809,266409
43616,610957,266402
43626,611369,266323
43635,612208,265876
42201,719543,113081
42214,719543,113081
42224,719543,113081
42234,715811,98365
42244,715811,98365
42251,715811,98365
44206,719543,113081
44219,719543,113081
44229,719543,113081
44239,715811,98365
44249,715811,98365
44256,715811,98365
44275,715443,101679
44285,716825,95994
44295,716719,94152
44316,715700,97272
19372,720048,230832
43650,754545,230482
41111,618521,264045
28642,556363,165454
44165,723648,120628
44196,718377,112142
41741,663101,212371
41730,660577,210769
41720,656300,209985
41710,653575,209890
41700,651739,210614
41690,650587,211849
41681,648182,211927
41670,647831,209160
42320,594680,199069
42330,591943,198879
42341,589166,198132
42351,586487,197835
42360,584611,198781
42371,582006,201298
42380,581173,202757
43332,756205,234292
43317,761134,242535
43318,765299,253464
43319,765299,253464
43341,719191,262494
43340,721704,265464
43351,723842,268571
43350,730575,271596
43361,730105,274986
43362,730105,274986
43303,698254,266881
43320,698254,266881
43304,699242,269664
43305,696277,271755
43306,696753,274591
43307,698454,275536
43308,701213,278140
43309,703588,279829
43460,708188,278131
41012,573057,252656
41021,580117,244489
41031,578370,246421
41041,576849,248965
41020,575938,251958
41030,570597,257696
41040,568156,260333
43760,733426,263370
43771,735309,259599
43781,736704,260009
43790,736326,258053
43800,736815,256327
43810,735952,254226
42390,577562,204712
42400,570958,206545
42440,567410,206574
42451,564410,206613
42120,111111,222222
41841,633875,255082
41842,634072,254636
52542,488866,115154
52522,491902,119074
52512,495378,119932
52552,499057,115161
52562,498614,114846
53452,734186,277447
53462,734186,277447
53470,742965,272337
52394,510115,141668
52384,515494,146427
52374,520166,147676
52364,527483,151511
53512,634659,244336
53522,632401,243412
53532,629404,241767
53542,625278,239478
51382,620603,237226
51392,618362,234371
51402,617645,232691
51412,617644,232690
51432,610882,229536
51422,610882,229536
53572,660359,263145
53592,661059,267904
53582,661059,267904
53600,658726,272612
44711,603377,200677
44712,603377,200677
44028,621723,168466
44029,623897,167320
44030,627789,168139
44031,631519,169732
44032,633019,171203
43380,661062,267906
43381,661062,267906
42100,642398,129925
42150,496767,118970
44155,607259,126756
22552,747024,255463
16082,611423,129008
44127,615700,129006
41640,643760,199948
41630,641419,197815
41620,639177,197038
41610,637375,194945
41604,636254,194227
41590,634112,195094
41580,631985,196189
41750,643824,248038
41760,641952,245828
41762,641952,245828
43010,717067,225773
43011,717068,225773
41801,631537,249106
41772,630980,250820
41782,630475,250755
41792,631118,254338
42652,601183,197217
43061,724666,269525
52472,500281,120529
52462,500421,122596
52452,500954,123629
52442,501799,126421
52432,501792,127905
52422,503650,130275
52412,504614,133600
52402,506423,136270
51232,657514,218614
51242,660411,217673
51250,661359,215719
52574,497214,120558
52570,497214,120558
51342,594542,225392
51352,594542,225392
51360,599212,227102
52764,689905,201045
52770,689992,200408
54011,689992,200408
54005,690293,196906
51442,655017,256784
10009,603380,200740
53272,750976,259928
53282,752201,259997
53290,753959,260333
53292,755690,260625
53302,758031,260978
53322,762155,259789
53312,759842,261179
42102,718745,131799
41011,630945,268463
44071,673061,212729
44072,673061,212729
42130,554713,204690
41110,657955,273734
41090,654438,271541
41080,651093,270484
41100,656613,273133
43830,723834,217701
44321,723113,214080
44330,724993,209678
41570,630919,196892
41560,628656,197318
41550,626572,198483
41541,624210,199876
41520,622164,196863
41510,619901,194362
41500,617615,194583
42524,610557,193197
42510,608605,196108
42500,606465,197019
25002,584943,220196
43031,737749,252793
42602,587479,193523
42612,588946,193741
43072,681588,257044
52142,575937,108467
52132,572445,106120
52122,568979,109865
52112,568100,113134
52102,568560,114963
52092,567573,116545
52082,566248,118560
52072,566203,119843
52052,566201,122412
52062,562546,123072
52042,564025,125412
52022,563477,129371
52032,563477,129371
54010,561714,131966
52000,560435,135391
52044,572445,106120
52034,568559,114965
52024,566203,119843
52014,564026,125412
51372,644824,266656
51362,644824,266656
52784,529534,167882
52790,520661,174520
51222,653070,221137
51212,653071,221137
51264,664346,215963
51300,666264,210815
51310,666236,211354
53162,721704,265464
53152,721704,265465
53164,723842,268549
53172,730556,271616
53182,730105,274986
52802,540798,181583
52812,542531,182529
52822,543196,182981
52832,545712,183678
52842,547225,183524
52852,550313,185366
52862,550314,185366
42105,721879,77875
1,553439,216586
41160,613128,265564
41661,647372,204821
41662,647372,204821
41650,646295,203224
44340,718735,198364
45581,583991,207781
45582,583991,207781
41811,664452,212096
41055,616670,264436
43505,604379,228627
43515,607507,228058
43521,661585,273911
43530,671808,269534
43541,674105,268675
43550,677578,269428
43560,694626,266636
43571,693826,268777
43581,693903,272336
43590,689379,279119
43592,689379,279119
43641,731588,276579
42110,603377,200677
43662,680101,249466
43671,727299,280147
44000,584943,220168
43820,680848,249114
41125,680848,249114
41821,636250,246040
52502,496767,118970
52532,490652,116601
52372,510115,141668
52382,507526,137761
52392,507515,137749
52362,512977,144369
52352,515494,146427
52342,517399,147229
52332,517375,147219
52322,524509,148326
52312,527483,151511
52302,529966,153015
52292,531831,153984
52262,536584,152821
52252,537651,152117
52152,545040,149769
52162,545059,149753
52282,532544,155163
52272,534987,153692
51152,639881,233112
51162,639882,233112
51182,644410,226137
51172,644411,226137
51192,648027,225683
51202,648028,225683
53474,610056,214268
53480,610056,214268
53490,619204,227395
53494,627872,233148
53500,629360,233914
53504,632202,239017
52872,556887,185855
44035,549775,147201
44045,560461,141365
44041,692457,185967
44051,718423,133825
43371,683618,251963
42111,529990,153034
44036,529990,153034
28025,535004,153683
44119,536585,152823
44129,537688,152105
42135,716021,112352
44146,720806,114752
43480,727866,244387
43430,746319,267763
43440,750250,263737
43442,750250,263737
43450,753141,261807
41070,671677,211363
43701,723311,253236
42711,603377,200677
43711,723626,246705
43722,723626,246705
43730,724421,242346
43742,724421,242346
43750,724661,239852
43001,727300,280146
43002,708188,278131
42531,553215,156381
42160,555138,202027
42542,553215,156381
19132,681615,247628
43021,682596,248220
43582,693903,272336
42712,603377,200677
52404,506423,136270
52414,503650,130275
52424,500954,123629
52434,500280,120536
52444,496767,118970
52454,490650,116597
52464,498600,114887
52354,531831,153984
52344,532544,155163
52334,534987,153692
52324,538651,151630
52314,542992,151411
54325,538651,151630
54335,534987,153692
52882,556890,185845
51452,655017,256784
51454,654489,251615
51140,629734,234974
51130,626245,229678
51112,619937,226632
51092,616750,216585
52700,604657,207625
51072,614838,212614
51062,613091,212373
51090,615670,214730
51052,613091,212372
51122,619938,226632
51042,613091,212372
51102,616750,216585
51082,614837,212614
52694,601876,205748
53202,747024,255463
53192,747024,255463
42101,613484,192017
44033,723253,221631
41010,611272,269980
13392,616670,264436
42301,506533,116665
42302,506533,116665
42303,506533,116665
42311,498981,114492
42312,498981,114492
42313,498981,114492
44176,722833,117365
44186,722313,116424
42421,717365,90310
41130,641296,241370
41140,613902,212201
42431,500166,119946
46611,613843,175026
45571,561926,185505
42622,604908,192855
42632,604520,189931
42642,608144,181079
41831,619204,227395
43041,689458,250574
52202,564792,185450
52212,567316,186598
52222,576510,185115
52232,574965,185093
52242,570674,186515
52602,586304,219796
52612,586304,219796
52622,590918,216652
52632,590918,216652
52642,589806,214528
52652,589806,214528
52662,593778,210903
52672,593778,210903
52682,601969,206850
52692,601969,206850
51004,664540,212526
51014,665875,213281
51022,668632,215208
51032,668632,215208
51040,672611,219452
53004,676710,224190
52492,500045,118633
52482,500165,119946
53372,682514,256490
53382,682514,256490
53390,680239,260192
53400,682762,264201
53404,681698,266963
53410,680848,270697
53420,680848,270697
53430,680848,270697
53432,683057,273140
53442,684501,275342
53450,685087,276788
53212,747778,256686
53222,748200,257601
53232,748179,258424
53242,748348,259187
53262,750263,260384
53252,748974,260435
51324,584943,220168
51334,590656,223809
51330,586907,221313
51320,583260,220211
53012,700686,264731
53022,701701,265811
53032,706045,267351
63852,708372,268141
53042,709419,268273
53050,711342,269896
63872,710295,269121
53080,715612,271312
53092,722074,271506
53082,718498,272006
53122,734404,268200
53112,731235,266872
53102,728569,268063
53954,740226,268311
53142,746204,269702
53132,742792,268107
54290,625088,130174
54300,631620,129013
54320,635093,128230
53552,756211,234280
53562,758652,239406
54192,755083,215410
54202,756613,217661
54212,755927,221425
54222,754499,226997
62030,551372,151889
62040,554183,155010
62050,554289,156822
62060,554029,158483
62070,553792,160527
62080,554902,163514
62090,555738,164662
62100,556363,165454
62110,559009,170024
62114,559930,171880
62120,563433,174484
62130,566343,177596
62140,569259,177874
62150,571311,180182
62160,572570,181609
62170,573924,182070
62180,576832,182013
62184,577883,183126
63082,669099,253998
63092,669907,253603
63110,671834,252082
63100,670948,252752
63120,672945,250979
62260,539291,181413
62270,539284,184278
62280,542859,187100
62290,545752,189332
62300,550401,194904
62310,552253,197806
62320,554256,201274
62330,555146,202037
62334,556486,203115
62340,559255,203748
62344,560249,204539
62350,561764,205200
62360,565768,207327
62362,568417,209790
53604,674886,248287
54342,617343,155082
54352,618146,153142
54360,617843,153359
54370,618500,151370
51492,660085,247306
51502,662760,244561
63012,668206,236556
63002,666263,239764
62372,570984,211854
62374,573889,212454
62380,575203,213321
51510,578674,215953
51514,581627,218225
62390,552684,202514
62394,553437,216584
64471,607259,126756
63180,668442,254976
63170,669302,255381
63160,671548,256413
63150,675141,256330
63144,677978,254469
63140,680775,252763
63130,683494,252590
54310,634149,128370
51975,614240,223596
53484,612024,222039
51822,578227,227075
51812,580375,226652
51842,566985,222457
51832,571589,224970
51852,560983,219488
51862,556353,216620
62920,555591,216466
32064,552685,146610
34065,554264,145920
32074,558206,143653
34075,559399,142861
32084,560461,141365
34085,560461,140555
64774,621723,168466
64780,623897,167320
64784,627789,168139
64790,631519,169732
64800,633019,171203
63930,685970,263920
63940,691342,263464
63950,693592,262445
51872,581944,243174
51882,588872,242721
51884,580128,244447
51892,573057,252656
51902,571559,253872
63952,693902,272336
63962,692509,271564
63970,691315,276704
63984,689373,279121
63990,666840,269183
63994,699644,262785
21000,593273,245680
21010,594657,243607
21014,595247,241497
21020,595724,238792
21024,595747,236667
52004,563473,129369
51470,651956,248842
51474,648982,247627
51484,643321,241563
52942,603248,200700
52952,605071,198165
52972,609209,191293
52962,607511,195847
52992,612141,180162
52982,610474,185221
62400,579474,110891
62404,582882,113440
62410,587009,117458
62420,593890,119560
62430,595447,121313
62440,598433,122160
62450,601528,123759
62460,595447,121313
62470,607259,126756
62480,608041,127226
62490,609591,128340
62500,611423,129008
62510,611423,129008
62520,615701,129005
62530,620148,128698
63342,700085,260490
63352,699739,258348
63372,702316,255824
63362,701348,257017
63382,703744,255751
63392,704817,255168
63402,705970,255086
63412,706300,253608
62432,706843,250235
63422,706686,252325
63452,708661,247449
63442,707682,248398
63472,712810,245907
63462,711854,246586
63492,711668,241337
63482,712521,244267
63502,711986,238984
63512,711959,237584
63522,711541,236690
63532,709044,236495
63540,706256,235863
63554,685401,278863
63560,687750,281332
63564,689057,282115
63570,689404,283257
63580,689901,284102
63584,690252,285072
64530,694195,181814
64540,692134,178974
64550,691663,177310
62914,554713,204690
62924,555479,207271
64644,708949,114997
64654,705230,114365
64664,706952,110727
64670,704811,109327
64680,703470,108184
64690,701944,106674
62974,617719,168699
64744,618536,170554
64750,616276,172624
51144,638221,237438
51254,662222,215079
51274,664168,213611
51284,664401,212205
51290,665195,211661
51294,666285,210820
51460,601417,201617
62610,595203,197129
62620,593775,194812
62630,593185,193147
62640,590927,193060
62650,589407,192152
62660,587889,191159
62670,586993,190443
62680,585902,190236
62690,583867,190574
62700,580798,188676
62710,578805,185505
62804,600134,199991
62720,529399,169554
62730,529623,172256
62740,527450,170865
62750,526532,172180
62760,526038,175192
62770,524679,175407
62780,523882,175766
62790,522796,174751
62794,518354,174032
62832,598249,199967
62842,598249,199967
62852,599583,199610
62862,599583,199610
51574,594012,247551
51580,596468,249005
51590,598836,249292
51594,600367,250051
51604,602573,249921
51610,604847,252107
51620,606954,253718
51630,608067,254025
51640,609827,254168
51644,612395,257401
51650,613014,259802
51654,613572,262822
54514,716941,78662
62810,542031,199330
62820,543795,200830
62824,549484,201194
51664,668758,211404
54522,673062,212729
54532,675600,215327
64554,689627,153589
64560,691060,153136
64570,693485,152432
64580,696066,151804
64590,698136,151207
64600,699914,149602
64610,703198,149179
64620,705067,147845
64630,706974,145189
64640,708785,142923
62870,709347,141553
62880,709347,141553
63842,706045,267351
63862,709419,268273
63882,711342,269896
62022,547442,212140
62012,550190,214124
53614,675445,245660
