ID,X,Y
53622,677713,244856
53632,677834,242263
53652,676267,236607
53642,676154,239184
53662,677113,233113
53672,677861,230456
53692,680945,225345
53682,678803,227557
53732,687122,234852
53722,686189,232553
53702,682257,227778
53712,683683,229743
53694,681649,225407
52994,718377,112142
62004,714928,109113
54275,718377,112142
54285,714928,109113
51670,586265,224294
51684,585527,226545
54564,681858,216972
54570,682848,214378
54574,684111,212395
51690,640083,244704
51700,645461,248813
51704,647031,249426
51710,647031,249426
51712,651997,250503
51722,653131,250403
51732,655267,249172
51742,655267,249172
51752,658586,251029
51782,657787,249525
51792,657787,249525
63550,663354,253425
63562,662666,253213
63572,661055,252829
51810,612017,254511
63594,687175,240100
63604,691221,236128
63610,697150,232964
63614,701665,232846
63624,704873,231478
63630,714177,231536
63640,716654,231506
63650,720048,230832
63660,720048,230832
32004,717555,93184
32014,719142,87872
32024,719510,80805
63680,683869,242102
63684,686198,236804
63694,687529,235182
63704,691205,233581
63714,693655,231640
63720,693655,231640
63730,696359,229157
63734,701460,228871
63740,706973,227477
63750,711221,226789
63754,717067,225773
63670,723928,218148
54610,723112,214053
53332,764015,258681
53342,766994,257881
53352,765299,253464
53362,760019,249391
11112,618146,153142
53550,723085,221770
54020,725653,221216
54030,731539,220004
54042,734466,219513
54032,732412,219730
54052,735232,219458
54062,738214,219828
54070,740349,219714
54074,742005,220452
54082,744955,217921
54092,750348,213315
54100,752874,212162
54112,757408,208678
54122,758897,208044
54132,760977,204005
54142,761124,203088
54150,761526,199895
54152,761033,197460
54162,759669,193891
54182,758665,190963
54172,759356,191220
52010,563473,129369
64405,582882,113440
54404,623848,128404
52892,684601,211419
52910,688674,211489
52920,689135,206072
52930,690902,192254
52940,692362,186131
54240,690734,209062
54250,688942,205484
54260,690338,195108
54270,693648,184728
54540,685779,211829
51800,660085,251813
31190,641498,264850
31074,643239,261930
31080,644475,261211
31002,621418,265310
31012,623930,265965
31022,626720,266830
31032,629682,267952
31170,631730,268550
31180,635424,266461
31064,638412,265785
31090,646522,261257
31100,648382,258748
31110,649945,258645
31200,653184,256548
31130,653824,257708
31140,655166,258682
31144,657776,258855
31150,658557,255239
31160,659534,259676
63760,661281,260523
63770,662970,259401
63780,665390,259196
63790,665428,258494
63794,666213,256861
62980,644339,130099
64760,659303,117574
53974,616416,225654
53994,627141,232211
53984,625012,229940
53742,692619,253119
53752,694162,253523
53772,695553,256617
53762,695280,254829
53780,695548,258783
53782,696559,261282
53792,696939,262485
53802,698999,261701
53812,702229,261751
53822,705316,262837
53842,710429,260709
53832,707332,261839
53852,711291,259322
53862,714637,257828
53870,717771,258002
53874,720814,258082
53882,722893,256204
53892,724412,256924
53900,726035,256648
53904,727676,255506
53922,732208,253008
53912,730716,253741
53942,742657,252398
53932,740327,252065
53950,744996,253474
53964,744996,253474
52751,575238,197086
52712,565282,189227
52722,568238,191747
52732,570612,193638
52742,573044,195733
62254,643247,130328
62194,530415,158730
62204,529867,162173
62210,531756,165724
62220,532158,167738
62224,532025,168580
62230,533427,173551
62240,533427,173551
62250,536900,177938
54374,617866,149354
54380,621221,143411
54390,622082,139668
54394,624335,135335
54820,616820,151470
52821,616820,151470
62540,616820,151470
54460,622930,139150
52831,622930,139150
54830,622930,139150
54840,630300,128687
52841,630300,128688
52850,630301,128688
51520,632811,256328
51530,630751,257291
51540,629011,256662
51544,624594,257759
51554,620973,262425
51560,620621,263285
51570,619517,263584
64480,690518,176065
64490,689634,174672
63022,669752,234368
63032,670654,232816
63040,671961,230888
63052,674160,222140
63042,672698,226768
63062,676113,221988
63072,676901,219599
54324,677723,216133
54330,680466,213953
54334,681489,212589
54484,634200,127090
62590,638622,128144
52811,616172,158602
54810,616173,158603
54450,616173,158603
62545,619205,163632
54420,618824,166812
54424,619205,163632
54430,617122,161336
54494,721455,78668
63190,695597,253747
63200,696944,251597
63210,699065,249058
63220,701812,246977
54544,681237,222753
54554,680789,218294
63230,670942,262134
63240,676027,260385
63250,676939,259601
63260,692124,248891
63270,696659,245281
63274,700374,243573
63280,702324,241611
63290,705650,239967
63300,704766,236438
63310,707014,235433
63320,707722,234458
63330,707586,233395
63340,705738,232131
64500,688599,172952
64510,688154,170720
64514,688012,168919
64520,688012,168919
34005,718395,89165
34015,719240,83440
34025,720083,78671
64770,658801,117652
63924,661584,273911
63802,723652,246554
63812,723972,244856
63822,724422,242350
63832,724357,242257
63922,697895,265827
63912,698254,266881
63892,750251,263748
63902,749985,265078
32104,548434,149476
32110,549244,150124
32090,560644,138920
34091,560644,138920
32034,539110,151543
34035,542061,150787
32044,542623,150531
34045,544876,148766
32054,545309,148767
34055,549775,147200
32114,584611,198781
32124,586490,197841
32134,589166,198132
33004,727300,280146
62551,618824,166812
33050,720637,223579
64845,716014,112351
23072,682802,250904
23082,682802,250904
23084,683626,251985
23094,684763,254008
23100,684749,256118
23110,684900,256540
23120,686383,255956
23130,689592,254883
23134,686376,252024
23140,687406,250342
23150,689082,252807
23160,683007,248054
23170,683832,246789
23180,684685,245532
23190,685070,244650
23192,681590,247630
23202,681933,247304
23210,682733,244701
23214,707014,235433
51501,627872,233148
51491,619196,227402
33014,717071,281154
64710,715035,136298
32232,599197,199897
32242,599197,199897
32252,599199,199894
32262,599199,199894
21030,596630,228295
21034,596289,226740
33000,681809,248427
33010,680860,249106
33024,680101,249466
33030,680101,249466
33040,678170,249905
33044,674740,250132
32142,587760,210193
32152,587760,210193
32154,554552,188319
32160,555685,187759
21044,610074,268849
21050,609627,267529
21060,609810,266410
21070,610951,266401
21074,611369,266322
21084,613140,265543
21090,613221,266290
21094,611268,269980
21104,615642,265080
21110,616773,265622
21120,616670,264436
32204,716719,94153
64815,715443,101679
64825,716825,95995
64835,716719,94153
32164,714953,103985
32174,715443,101679
32180,714651,97985
32190,715700,97272
32194,716825,95995
64810,715212,105829
63960,693902,272336
32272,534306,154143
32282,534306,154143
21150,633559,246286
21154,630440,255053
51964,614725,226636
51505,632202,239017
51495,629356,233916
100,629360,233914
34334,716210,104374
32330,722833,117365
62930,712788,137686
62940,718149,135015
62950,719811,128795
62960,721723,123567
62970,723652,120611
64951,719811,128795
34331,723652,120611
64700,710156,140133
64730,718745,131800
64740,721107,125971
32350,706876,148116
32360,710966,141771
32400,702071,166167
32410,702674,156580
32420,706769,148354
34351,706876,148116
34361,710966,141771
34401,702071,166167
34411,702674,156580
34421,706769,148354
32224,716014,112351
32220,720819,114758
32210,722313,116424
64850,712643,114582
32290,694951,183391
34291,694951,183391
32300,699132,175525
34301,699132,175525
32310,702040,166791
34311,702040,166791
32320,702314,157616
34321,702314,157616
23220,685022,263862
21130,632075,248001
21144,631525,249084
44750,662208,117548
44760,665125,114148
44770,666300,107450
44780,666300,107450
41844,647372,204822
4010,718146,134708
4020,718146,134708
4030,718146,134708
51985,608488,212011
51995,610327,216179
51945,622833,228565
51955,627141,232211
51965,610832,227975
34470,703955,150219
32340,548224,192296
44722,715243,77638
44732,713980,77281
44742,712173,79104
44790,701405,106548
44800,700423,106254
44810,699608,103446
44820,700987,99417
44830,701675,97922
44840,700957,94827
52514,716941,78662
22164,600542,201197
51900,604373,228624
51924,607507,228058
